GEOID,avg_annual_crimes,population,crimes_per_1k
17031831900,148.73333333333332,3074,48.4
17031832000,396.8666666666667,1701,233.3
17031832100,193.2,3592,53.8
17031832200,191.0,3216,59.4
17031832300,340.4,1938,175.6
17031832400,213.66666666666666,3558,60.1
17031832500,387.8666666666667,3277,118.4
17031832600,376.4,4348,86.6
17031832900,100.6,2092,48.1
17031833000,988.8666666666667,4677,211.4
17031833100,666.3333333333334,8469,78.7
17031833300,138.0,2686,51.4
17031833900,543.0666666666667,2696,201.4
17031834000,484.2,3274,147.9
17031834200,1137.6666666666667,5689,200.0
17031834300,890.9333333333333,6186,144.0
17031834400,425.0,4263,99.7
17031834500,340.46666666666664,1572,216.6
17031834600,837.2,1825,458.7
17031834700,648.3333333333334,1344,482.4
17031834800,502.26666666666665,1683,298.4
17031834900,560.7333333333333,905,619.6
17031835000,1071.5333333333333,5549,193.1
17031835100,560.0,4666,120.0
17031835200,193.53333333333333,2276,85.0
17031835500,355.3333333333333,1393,255.1
17031835600,495.6666666666667,749,661.8
17031835800,284.8,1852,153.8
17031836000,326.8666666666667,3022,108.2
17031836100,495.1333333333333,1827,271.0
17031836200,198.33333333333334,1709,116.1
17031836300,104.53333333333333,1744,59.9
17031836400,347.1333333333333,3783,91.8
17031836500,195.8,1522,128.6
17031836600,618.2,2275,271.7
17031836700,632.2666666666667,2507,252.2
17031836800,766.1333333333333,2635,290.8
17031836900,334.06666666666666,1994,167.5
17031837000,588.1333333333333,1843,319.1
17031837100,457.26666666666665,1515,301.8
17031837300,553.9333333333333,2515,220.3
17031837400,507.8,2186,232.3
17031837800,777.8,2875,270.5
17031838000,500.1333333333333,2671,187.2
17031838100,463.8,1501,309.0
17031838200,346.1333333333333,1834,188.7
17031838300,330.2,2483,133.0
17031838600,383.53333333333336,1518,252.7
17031838700,1288.2666666666667,3737,344.7
17031838800,652.2666666666667,3225,202.3
17031839000,713.8,10190,70.0
17031839100,3417.2,8227,415.4
17031839200,407.0,2375,171.4
17031839500,197.26666666666668,1804,109.3
17031839600,439.6,1965,223.7
17031839700,271.93333333333334,4753,57.2
17031839800,160.53333333333333,2662,60.3
17031839900,253.53333333333333,4558,55.6
17031840000,103.13333333333334,2651,38.9
17031840100,118.0,2880,41.0
17031840200,209.33333333333334,2198,95.2
17031840300,274.4,3646,75.3
17031840400,315.53333333333336,3434,91.9
17031840700,486.8666666666667,3930,123.9
17031840800,231.66666666666666,3258,71.1
17031841000,495.8,1148,431.9
17031841100,526.6,6990,75.3
17031841200,389.8,4414,88.3
17031841300,366.26666666666665,4317,84.8
17031841500,820.1333333333333,1909,429.6
17031841700,242.73333333333332,1137,213.5
17031841800,557.0,2330,239.1
17031841900,1225.0666666666666,5983,204.8
17031842000,242.8,2794,86.9
17031842100,1038.0666666666666,7110,146.0
17031842200,920.2666666666667,3602,255.5
17031842300,639.7333333333333,3672,174.2
17031842400,1242.2666666666667,3207,387.4
17031842500,467.2,2449,190.8
17031842600,593.2666666666667,4540,130.7
17031842800,607.8,6069,100.1
17031842900,713.4,3216,221.8
17031843000,1335.0666666666666,2399,556.5
17031843100,551.2666666666667,1564,352.5
17031843200,347.4,2348,148.0
17031843300,305.26666666666665,1572,194.2
17031843400,433.1333333333333,1209,358.3
17031843500,258.8,9398,27.5
17031843600,395.1333333333333,2966,133.2
17031843700,232.73333333333332,2453,94.9
17031843800,348.06666666666666,1479,235.3
17031843900,654.7333333333333,3700,177.0
17031844600,255.6,2275,112.4
17031844700,548.6666666666666,1753,313.0
